LEAID	LEA_NAME	ST_NAME	LEA_CWIFTEST	LEA_CWIFTSE
1603270	Valley School District 262	Idaho	0.786	0.04
1603300	Wallace School District 393	Idaho	0.78	0.041
1603330	Weiser School District 431	Idaho	0.828	0.031
1603360	Wendell School District 232	Idaho	0.786	0.04
1603400	West Jefferson School District 253	Idaho	0.78	0.037
1603420	West Side Joint School District 202	Idaho	0.778	0.023
1603480	Wilder School District 133	Idaho	0.828	0.031
1700001	River Ridge Community Unit School District 210	Illinois	0.858	0.047
1700002	Casey-Westfield Community Unit School District 4C	Illinois	0.829	0.037
1700003	Blue Ridge Community Unit School District 18	Illinois	0.794	0.032
1700004	Norris City-Omaha-Enfield Community Unit School District 3	Illinois	0.882	0.052
1700005	Prairie Central Community Unit School District 8	Illinois	0.922	0.03
1700007	Eastland Community Unit School District 308	Illinois	0.858	0.044
1700009	Pinckneyville School District 50	Illinois	0.805	0.03
1700010	Beach Park Community Consolidated School District 3	Illinois	1.04	0.009
1700014	Goreville Community Unit School District 1	Illinois	0.845	0.033
1700015	Joppa-Maple Grove Unit District 38	Illinois	0.845	0.033
1700041	Gibson City-Melvin-Sibley Community Unit School District 5	Illinois	0.791	0.037
1700044	Farmington Central Community Unit School District 265	Illinois	0.865	0.017
1700045	Gallatin Community Unit School District 7	Illinois	0.881	0.052
1700065	Saunemin Community Consolidated School District 438	Illinois	0.908	0.038
1700077	Marengo-Union Elementary Consolidated District 165	Illinois	0.924	0.019
1700092	Georgetown-Ridge Farm Consolidated Unit School District 4	Illinois	0.846	0.033
1700102	Brussels Community Unit School District 42	Illinois	0.826	0.033
1700103	New Holland-Middletown Elementary School District 88	Illinois	0.899	0.043
1700105	A-C Central Community Unit School District 262	Illinois	0.808	0.035
1700106	Heritage Community Unit School District 8	Illinois	0.904	0.014
1700109	Ridgeview Community Unit School District 19	Illinois	0.975	0.014
1700110	North Chicago School District 187	Illinois	1.04	0.009
1700112	Streator Elementary School District 44	Illinois	0.884	0.027
1700113	Illini Central Community Unit School District 189	Illinois	0.824	0.029
1700114	South Central Community Unit School District 401	Illinois	0.794	0.028
1700115	Henry-Senachwine Consolidated Unit School District 5	Illinois	0.864	0.048
1700119	North Shore School District 112	Illinois	1.04	0.009
1700120	Lostant Community Unit School District 425	Illinois	0.884	0.027
1700122	Shiloh Community Unit School District 1	Illinois	0.823	0.043
1700123	Meridian Community Unit School District 15	Illinois	0.912	0.017
1700125	Bureau Valley Community Unit School District 340	Illinois	0.916	0.041
1700126	Midland Community Unit School District 7	Illinois	0.856	0.056
1700130	West Carroll Community Unit School District 314	Illinois	0.858	0.047
1700153	Lewistown Community Unit School District 97	Illinois	0.814	0.032
1700176	Cowden-Herrick Community Unit School District 3A	Illinois	0.854	0.026
1700217	Christopher Community Unit School District 99	Illinois	0.805	0.03
1700222	Nippersink School District 2	Illinois	0.924	0.019
1700223	Okaw Valley Community Unit School District 302	Illinois	0.801	0.028
1700314	West Prairie Community Unit School District 103	Illinois	0.815	0.037
1700319	West Central Community Unit School District 235	Illinois	0.825	0.032
1700320	Monmouth-Roseville Community Unit School District 238	Illinois	0.814	0.032
1700321	United Community School District 304	Illinois	0.815	0.025
1700323	Crescent Iroquois Community Unit School District 249	Illinois	0.786	0.038
1700324	Sangamon Valley Community Unit School District 9	Illinois	0.931	0.012
1700326	El Paso-Gridley Community Unit School District 11	Illinois	0.89	0.039
1700330	Prairieview-Ogden Community Consolidated School District 197	Illinois	0.916	0.015
1700332	Schuyler-Industry Community Unit School District 5	Illinois	0.825	0.029
1701382	Thompsonville Community Unit School District 174	Illinois	0.808	0.029
1701384	Illini West High School District 307	Illinois	0.826	0.033
1701387	Western Community Unit School District 12	Illinois	0.826	0.032
1701390	Flanagan-Cornell District 74	Illinois	0.908	0.038
1701395	Mercer County School District 404	Illinois	0.817	0.036
1701403	North Mac Community Unit School District 34	Illinois	0.828	0.029
1701404	Odin Public School District 722	Illinois	0.794	0.028
1701411	East Coloma-Nelson Consolidated Elementary School District 20	Illinois	0.858	0.036
1701413	Abingdon-Avon Community Unit School District 276	Illinois	0.839	0.022
1703150	Addison School District 4	Illinois	1.031	0.007
1703210	Akin Community Consolidated School District 91	Illinois	0.805	0.03
1703270	Albers School District 63	Illinois	0.903	0.049
1703300	Alden-Hebron School District 19	Illinois	0.924	0.019
1703420	Allen Township Community Consolidated School District 65	Illinois	0.884	0.026
1703450	Allendale Community Consolidated School District 17	Illinois	0.817	0.039
1703480	Alsip-Hazelgreen-Oaklawn School District 126	Illinois	1.093	0.004
1703510	Altamont Community Unit School District 10	Illinois	0.82	0.033
1703600	Alton Community Unit School District 11	Illinois	0.897	0.015
1703660	Alwood Community Unit School District 225	Illinois	0.815	0.037
1703690	Amboy Community Unit School District 272	Illinois	0.861	0.048
1703750	Anna Community Consolidated School District 37	Illinois	0.845	0.033
1703780	Anna Jonesboro Community High School District 81	Illinois	0.845	0.033
1703810	Annawan Community Unit School District 226	Illinois	0.834	0.032
1703840	Antioch Community Consolidated School District 34	Illinois	1.04	0.009
1703870	Antioch Community High School District 117	Illinois	1.04	0.009
1703900	Aptakisic-Tripp Community Consolidated School District	Illinois	1.04	0.009
1703930	Arbor Park School District 145	Illinois	1.093	0.004
1703960	Arcola Consolidated Unit School District 306	Illinois	0.825	0.04
1703990	Argenta-Oreana Community Unit School District 1	Illinois	0.914	0.017
1704020	Argo Community High School District 217	Illinois	1.093	0.004
1704050	Summit School District 104	Illinois	1.093	0.004
1704140	Arlington Heights School District 25	Illinois	1.093	0.004
1704170	Township High School District 214	Illinois	1.093	0.004
1704200	Armstrong-Ellis Consolidated School District 61	Illinois	0.855	0.029
1704230	Armstrong Township High School District 225	Illinois	0.872	0.022
1704260	Arthur Community Unit School District 305	Illinois	0.794	0.027
1704340	Ashley Community Consolidated School District 15	Illinois	0.813	0.027
1704380	Ashton Community Unit School District 275	Illinois	0.861	0.045
1704440	Astoria Community Unit School District 1	Illinois	0.815	0.029
1704470	Athens Community Unit School District 213	Illinois	0.915	0.033
1704560	Atwood Heights School District 125	Illinois	1.093	0.004
1704590	Atwood-Hammond Community Unit School District 39	Illinois	0.794	0.027
1704620	Auburn Community Unit School District 10	Illinois	0.972	0.013
1704680	Aurora East Unit School District 131	Illinois	0.972	0.014
1704710	Aurora West Unit School District 129	Illinois	0.972	0.014
1704740	Aviston School District 21	Illinois	0.903	0.049
1704770	Central Community High School District 71	Illinois	0.903	0.049
1704800	Avoca School District 37	Illinois	1.093	0.004
1704920	Ball-Chatham Community Unit School District 5	Illinois	0.972	0.013
1704950	Bannockburn School District 106	Illinois	1.04	0.009
1705050	Barrington Community Unit School District 220	Illinois	1.049	0.004
1705160	Bartelso School District 57	Illinois	0.903	0.049
1705190	Bartonville School District 66	Illinois	0.93	0.016
1705220	Batavia Unit School District 101	Illinois	0.972	0.014
1705310	Beardstown Community Unit School District 15	Illinois	0.807	0.035
1705430	Beecher Community Unit School District 200U	Illinois	0.972	0.013
1705460	Beecher City Community Unit School District 20	Illinois	0.814	0.024
1705466	Marseilles Elementary School District 150	Illinois	0.884	0.027
1705570	Opdyke-Belle Rive Community Consolidated School District 5	Illinois	0.872	0.031
1705580	Belle Valley School District 119	Illinois	0.935	0.017
1705610	Belleville School District 118	Illinois	0.935	0.017
1705640	Belleville Township High School District 201	Illinois	0.935	0.017
1705760	Bellwood School District 88	Illinois	1.093	0.004
1705790	Belvidere Consolidated Unit School District 100	Illinois	0.862	0.028
1705820	Bement Community Unit School District 5	Illinois	0.787	0.032
1705880	Benjamin School District 25	Illinois	1.031	0.007
1705910	Bensenville School District 2	Illinois	1.031	0.007
1705950	Benton Community Consolidated School District 47	Illinois	0.805	0.03
1705970	Benton Consolidated High School District 103	Illinois	0.805	0.03
1706000	Berkeley School District 87	Illinois	1.093	0.004
1706060	Berwyn North School District 98	Illinois	1.093	0.004
1706090	Berwyn South School District 100	Illinois	1.093	0.004
1706120	Bethalto Consolidated Unit School District 8	Illinois	0.897	0.015
1706180	Bethel School District 82	Illinois	0.872	0.031
1706270	Big Hollow School District 38	Illinois	1.04	0.009
1706390	Bismarck-Henning Consolidated Unit School District	Illinois	0.846	0.033
1706420	Bloom Township High School District 206	Illinois	1.083	0.004
1706450	Bloomingdale School District 13	Illinois	1.031	0.007
1706480	Bloomington School District 87	Illinois	0.975	0.014
1706510	Cook County School District 130	Illinois	1.093	0.004
1706540	Community High School District 218	Illinois	1.093	0.004
1706600	Scott-Morgan Consolidated Unit School District 2	Illinois	0.826	0.033
1706630	Bluford Community Consolidated School District 114	Illinois	0.872	0.031
1706750	Bourbonnais School District 53	Illinois	0.935	0.03
1706840	Braceville School District 75	Illinois	0.946	0.054
1706880	Bradford Community Unit School District 1	Illinois	0.835	0.027
1706930	Bradley School District 61	Illinois	0.935	0.03
1706960	Bradley-Bourbonnais Consolidated High School District 307	Illinois	0.935	0.03
1707010	Breese School District 12	Illinois	0.903	0.049
1707050	Bremen Community High School District 228	Illinois	1.093	0.004
1707170	Indian Springs School District 109	Illinois	1.093	0.004
1707200	Brimfield Community Unit School District 309	Illinois	0.93	0.016
1707290	Lemont-Bromberek Combined School District 113A	Illinois	1.082	0.004
1707320	Brookfield School District 95	Illinois	1.093	0.004
1707440	Brownstown Community Unit School District 201	Illinois	0.794	0.028
1707650	Paxton-Buckley-Loda Community Unit School District 10	Illinois	0.788	0.038
1707740	Buncombe Consolidated School District 43	Illinois	0.845	0.033
1707770	Bunker Hill Community Unit School District 8	Illinois	0.805	0.033
1707830	Central Community Unit School District 301	Illinois	0.972	0.014
1707860	Burnham School District 154-5	Illinois	1.093	0.004
1707950	Bushnell-Prairie City Community Unit School District 170	Illinois	0.815	0.036
1707980	Butler School District 53	Illinois	1.031	0.007
1708010	Byron Community Unit School District 226	Illinois	0.863	0.043
1708040	Cahokia Community Unit School District 187	Illinois	0.935	0.017
1708070	Cairo Community Unit School District 1	Illinois	0.845	0.033
1708100	Lincoln Elementary School District 156	Illinois	1.093	0.004
1708130	Calumet Public School District 132	Illinois	1.093	0.004
1708160	Cambridge Community Unit School District 227	Illinois	0.815	0.037
1708220	Camp Point Community Unit School District 3	Illinois	0.793	0.022
1708250	Trico Community Unit School District 176	Illinois	0.805	0.024
1708280	Canton Union School District 66	Illinois	0.814	0.032
1708310	Carbon Cliff-Barstow School District 36	Illinois	0.947	0.019
1708340	Carbondale Elementary School District 95	Illinois	0.79	0.035
1708370	Carbondale Community High School District 165	Illinois	0.791	0.035
1708400	Consolidated High School District 230	Illinois	1.093	0.004
1708430	Carlinville Community Unit School District 1	Illinois	0.805	0.033
1708460	Carlyle Community Unit School District 1	Illinois	0.903	0.049
1708500	Carmi-White County Community Unit School District 5	Illinois	0.882	0.052
1708550	Community Unit School District 300	Illinois	0.96	0.011
1708580	Carrier Mills-Stonefort Community Unit School District	Illinois	0.846	0.03
1708610	Carrollton Community Unit School District 1	Illinois	0.805	0.033
1708640	Carterville Community Unit School District 5	Illinois	0.871	0.037
1708680	Carthage Elementary School District 317	Illinois	0.826	0.033
1708730	Cary Community Consolidated School District 26	Illinois	0.929	0.018
1708790	Cass School District 63	Illinois	1.031	0.007
1708970	Center Cass School District 66	Illinois	1.031	0.007
1709100	Central A & M Community Unit School District 21	Illinois	0.842	0.023
1709150	Central School District 51	Illinois	0.943	0.019
1709170	Central School District 104	Illinois	0.935	0.017
